Client ID,Project ID,Branch,Year,Rating (0-10),Client Feedback,Langauage,Focus of Engagement,Type of Client,Feedback Submission Date,1. Net promoter score,2. Professionalism,2. Understanding,2. Deliverables,2. Recommendations,4. Most Valuable,5. Improvements,6a. Recommendations implementation,6b. Recommendations reasons,7 Help aims,8. Overall experience,9. Public Disclosure,10. Public Feedback,11. Will repeat?
590,1058,National Taiwan University,2018,7,b. Good (6-8),Chinese,Market Analysis,Hunger/Poverty,3/15/2018 4:42,7,4,4,4,4,,,3,,4,,yes,yes,yes
2339,1456,University of Tokyo,2019,7,b. Good (6-8),Japanese,Human Resources,Children/Youth,3/24/2019 21:45,7,3,4,4,3,,,3,,4,,yes,anon,yes
1818,2481,National Taiwan University,,7,b. Good (6-8),Chinese,Events,Social Entrepreneurship (for-profit),8/3/2020 3:53,7,3,4,4,3,,,3,,4,,yes,yes,yes
701,1767,"University of California, Berkeley",2019,7,b. Good (6-8),English,Market Analysis,Community Support,7/25/2019 12:11,7,5,4,3,3,"The amount of time and dedication that the team was able to spend on this project. The amount of quantitative and quality research that they were able to uncover via census data, statistical analysis, etc. ",Having more actionable recommendations at the end. ,3,,4,,no,yes,yes
2111,1196,University of Antwerp,2019,7,b. Good (6-8),English,Valuation,Community Support,6/21/2018 10:32,7,4,4,5,5,,,4,,5,,yes,yes,yes
2241,1303,National Taiwan University,2018,7,b. Good (6-8),Chinese,Market Analysis,Education,7/16/2018 0:12,7,4,4,3,3,,,4,,4,,yes,no,yes
1038,1455,University of Tokyo,2019,7,b. Good (6-8),Japanese,Management,Children/Youth,3/24/2019 23:19,7,4,3,4,3,,,4,,4,,yes,yes,yes
2270,2098,The Hong Kong University of Science and Technology,2019,7,b. Good (6-8),English,Human Resources,Education,1/7/2020 10:49,7,4,4,4,4,,,4,,4,,yes,yes,yes
573,2692,Bond University,2020,7,b. Good (6-8),English,Market Analysis,Health,11/2/2020 18:19,7,2,4,5,5,"Breadth of ideas, enthusiasm and quality of deliverables","More communication, or even weekly email updates",4,Great insights about conducting effective market research for early stage medtech startup,5,,yes,anon,yes
1477,134,University of Melbourne,2015,7,b. Good (6-8),,,,10/26/2015 17:11,7,4,2,4,3,"Improved understanding of what other organisations are doing well in the space. This cna not only stimulate ideas, but means it is easy to get broad and fast buy-in to concepts.",Better understanding our context and activities already being pursued. A stronger understanding of how we seek to communicate about the issue.,4,Some of the recommendations are super practical and in line with current thinking. The work of the team will therefore be really useful in building broader buy-in to the proposals. ,4,,yes,yes,yes
1793,437,Goethe University of Frankfurt,2016,7,b. Good (6-8),,,,10/31/2016 12:26,7,4,4,4,3,"Standort- bzw. Umfeldanalyse, erweitertes Feedback, vertiefende BeschÃ¤ftigung","ErhÃ¶hter Fortschritt beim Projekt-Stand, um Vielzahl unsicherer Variablen zu reduzieren und Arbeiten am Business-Plan zielgerichteter zu gestalten",4,"De facto-Empfehlungen (fÃ¼r bspw. operatives GeschÃ¤ft) spÃ¤rlich vorhanden, jedoch Empfehlungen fÃ¼r weiteres Vorgehen (auch im strategischen Sinne) sind klar und werden dementsprechend beherzigt",4,"Angenehme AtmosphÃ¤re mit motivierten jungen Menschen, die auf einem guten Weg sind, dem Berater-Stereotypen einen neuen Anstrich zu verpassen. 

Wichtig: Weniger Fokus auf die Bottom Line (auch wenn das natÃ¼rlich betriebswirtschaftlich essentiell ist), sondern auch bei Vision & Strategie anknÃ¼pfen und dabei helfen, Ideen in eine gute Story zu Ã¼bersetzen. Der Rest kommt dann von selbst.",yes,yes,yes
2352,2210,Goethe University of Frankfurt,2019,7,b. Good (6-8),German,Marketing,Education,5/14/2020 5:54,7,4,3,3,3,Ideen zur Gestaltung der Stellenausschreibungen / Kommunikationsstrategie fÃ¼r Ausschreibungen,"grÃ¶ÃŸerer Fokus auf Best Practice / Research Ergebnisse bzgl. Erreichung von Studierenden fÃ¼r Minijobs/Werkstudentenstelle wie z.B. EinschÃ¤tzung dazu, wo Studierende nach Jobs suchen und welche Konditionen am meisten gewÃ¼nscht werden",3,"Der Hauptteil des Leitfadens hat sich mit Google Ads beschÃ¤ftigt, welche wir nach kurzer eigener Nachforschung leider doch nicht so fÃ¼r uns nutzen kÃ¶nnen, wie der Leitfaden es uns nahe gelegt hat. Daher kÃ¶nnen wir diesen Teil leider nicht so umsetzen. Die Hinweise zur Gestaltung der Stellenausschreibungen haben wir aber bereits umgesetzt und halten sie fÃ¼r sehr sinnvoll. ",4,"Die Kommunikation ist immer sehr gut gelaufen. Das Consulting Team war super fit und motiviert, und die Zusammenarbeit hat immer SpaÃŸ gemacht. Die EinschÃ¤tzungen bzgl. Google Ads und deren Nutzen fÃ¼r uns waren leider nicht so hilfreich wie erhofft, zumindest nicht zum jetzigen Zeitpunkt und mit unserer UnternehmensgrÃ¶ÃŸe. Wenn das frÃ¼her erkennbar gewesen wÃ¤re, hÃ¤tten wir gemeinsam mit dem Team den Fokus nochmal etwas verschieben kÃ¶nnen. Insgesamt fanden wir die Zusammenarbeit aber positiv und kÃ¶nnen uns eine potentielle weitere Kooperation vorstellen. ",yes,anon,yes
1716,611,University of Melbourne,2017,7,b. Good (6-8),,,,1/8/2017 21:19,7,3,3,3,3,Enthusiasm to meet in person. ,Centralising the communication from the team to the client. ,4,We implemented some of the marketing strategies put forward by 180dc.,4,Enthusiastic,no,anon,no
1744,649,University College London,2017,7,b. Good (6-8),English,Human Resources,Health,1/23/2017 3:40,9,4,4,4,3,Being able to analyse systematically the structure of the organisation and how this can be improved. ,Having more specific goals set out at the start of the project. ,4,,5,"Fantastic experience, the consultants were professional, enthusiastic and engaged in the project. They really cared about our organisation and we felt we were on the same team throughout. ",yes,yes,yes
1845,644,Lebanese American University,2017,7,b. Good (6-8),,,,1/23/2017 7:05,7,4,4,4,3,The salary scale,#NAME?,3,some of the recommendations are  already in process,4,Good,yes,yes,yes
1473,403,University of Melbourne,2016,7,b. Good (6-8),,,,8/3/2016 0:12,7,2,4,5,3,"The research findings of how other organisations do risk management

Seeing what 180dc team thought was the top risks of the organisation and how risk management could be implemented","Making the recommendations more practical and less theory based. There was a lot of theory of risk management in general, which is good for learning for the 180DC team and people within Oaktree not familiar with risk management, however it was not that helpful for me as someone who provided a lot of background resources to the team.

Better communication - there was misunderstanding with the scope and what we were trying to get out of it because there was a lack of communication. There was good turnaround of the focus of the project by the team when this was discovered with the interim report.

Survey findings - one of the project elements was to determine how the organisation viewed risk. This was only done through a survey - I would have expected some interviews to be held or other means of gathering information.

Spell check and professionalism - there were a few errors, these should be picked up before the report is sent!",3,"The deliverables were not what we were expecting from the scope provided due to some misunderstanding, which I think arose because the people whom I explained the project to were not the ones on the team and there wasn't enough communication between those two parties on the project. There are elements we can definitely use to inform our future practices, however there is a lot of theory in the report and assumptions made that are untrue (which should have been clarified with me) that we can't directly implement.",4,"Good. The communications officer indicated that the team was quite excited to work on this project. The knowledge and expertise in risk management specifically is lacking, which is expected, but it was a surprise to see a lot of the background information in the report.",yes,anon,yes
